Elapsed time,Direct_1,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,EDF Annotations
57.071,39.101,17.1,-29.1,9.4,8.1,0.5
57.072,38.201,17.9,-28.5,8.8,8.2,0.5
57.073,39.101,18.7,-28.4,8.5,8.4,0.5
57.074,41.901,19.1,-28.7,8.6,8.8,0.5
57.075,45.801,19.4,-29,9,9.4,0.5
57.076,49.401,19.8,-28.9,9.7,10.5,0.5
57.077,51.401,20.5,-28.4,10.5,12,0.5
57.078,51.301,21.7,-27.4,11.1,13.5,0.5
57.079,49.301,23,-26.2,11.8,14.7,0.5
57.08,46.801,24.2,-25,12.5,15.1,0.5
57.081,45.101,25,-24,13.5,14.6,0.5
57.082,45.101,25.3,-23.2,14.4,13.3,0.5
57.083,46.601,25.3,-22.7,14.9,11.5,0.5
57.084,48.601,25,-22.3,14.7,9.6,0.5
57.085,49.901,24.5,-22.1,13.8,8,0.5
57.086,49.601,23.8,-22.1,12.3,6.6,0.5
57.087,47.701,22.6,-22.4,10.7,5.5,0.5
57.088,45.101,21.2,-23.1,9.3,4.7,0.5
57.089,43.001,19.6,-24,8.4,4.1,0.5
57.09,42.401,18.2,-25,7.8,3.8,0.5
57.091,43.601,17.3,-25.7,7.5,3.7,0.5
57.092,45.801,17.2,-25.9,7.4,3.9,0.5
57.093,47.701,17.5,-25.6,7.5,4.5,0.5
57.094,48.501,17.9,-25.2,7.8,5.2,0.5
57.095,48.101,18.3,-24.8,8.2,5.8,0.5
57.096,47.301,18.4,-24.8,8.6,6,0.5
57.097,47.001,18.3,-25.2,8.5,5.8,0.5
57.098,47.701,18,-26.1,8.1,5,0.5
57.099,49.101,17.6,-27.1,7.4,4,0.5
57.1,50.101,17.1,-28.1,7.1,3.1,0.5
57.101,49.701,16.4,-29.1,7.3,2.6,0.5
57.102,48.001,15.5,-29.8,7.9,2.5,0.5
57.103,45.501,14.8,-30.3,8.4,2.6,0.5
57.104,43.501,14.1,-30.5,8.2,2.6,0.5
57.105,42.801,13.7,-30.2,7.2,2.3,0.5
57.106,43.601,13.3,-29.5,5.7,1.5,0.5
57.107,45.301,12.9,-28.6,4.5,0.5,0.5
57.108,47.101,12.4,-28,4.3,-0.4,0.5
57.109,48.301,11.7,-27.8,5.2,-1,0.5
57.11,48.501,11.2,-28.2,6.5,-1.3,0.5
57.111,47.901,10.8,-28.9,7.4,-1.2,0.5
57.112,46.401,10.4,-29.5,7.1,-1,0.5
57.113,44.701,10,-30,5.8,-0.8,0.5
57.114,43.201,9.3,-30.3,4,-0.7,0.5
57.115,42.601,8.4,-30.5,2.5,-0.8,0.5
57.116,43.301,7.4,-30.8,2,-1.1,0.5
57.117,45.001,7,-31,2.5,-1.3,0.5
57.118,46.801,7.2,-30.9,3.4,-1.4,0.5
57.119,47.701,8.2,-30.6,4.1,-1.2,0.5
57.12,47.501,9.4,-29.9,4.3,-0.9,0.5
57.121,46.601,10.3,-29.3,3.8,-0.7,0.5
57.122,45.801,10.2,-29,3,-0.9,0.5
57.123,46.101,9.2,-29.2,2.3,-1.6,0.5
57.124,47.301,7.7,-29.4,1.9,-2.6,0.5
57.125,48.801,6.5,-29.3,2,-3.7,0.5
57.126,49.501,6,-28.5,2.7,-4.4,0.5
57.127,48.701,6.3,-27.3,3.8,-4.6,0.5
57.128,46.801,7.2,-26,5,-4.5,0.5
57.129,44.601,8,-25,6.1,-4.4,0.5
57.13,43.101,8.2,-24.7,6.9,-4.4,0.5
57.131,42.901,7.9,-24.9,7.5,-4.8,0.5
57.132,44.001,7.5,-25.2,8.1,-5.2,0.5
57.133,45.501,7.2,-25.4,8.7,-5.5,0.5
57.134,46.701,7.3,-25.2,9.2,-5.6,0.5
57.135,47.101,7.8,-25,9.3,-5.7,0.5
57.136,46.701,8.2,-24.8,8.7,-5.8,0.5
57.137,46.101,8.2,-24.8,7.5,-6.2,0.5
57.138,46.101,7.6,-24.9,6,-6.9,0.5
57.139,47.401,6.6,-25.1,4.9,-7.7,0.5
57.14,49.801,5.3,-25.3,4.3,-8.4,0.5
57.141,52.701,4.3,-25.5,4.4,-9.1,0.5
57.142,54.601,3.5,-25.9,4.7,-9.7,0.5
57.143,54.501,3.3,-26.4,5,-10.5,0.5
57.144,52.201,3.4,-27,5.1,-11.2,0.5
57.145,48.701,3.9,-27.5,5.3,-11.8,0.5
57.146,46.001,4.5,-27.9,5.8,-12,0.5
57.147,45.701,4.9,-28.1,6.8,-11.7,0.5
57.148,48.201,4.8,-28,7.9,-11,0.5
57.149,52.201,4.2,-27.8,8.8,-10.3,0.5
57.15,55.601,3.1,-27.5,8.9,-9.6,0.5
57.151,56.601,2,-26.9,8.4,-9.1,0.5
57.152,54.701,1.1,-26,7.7,-8.8,0.5
57.153,51.001,1,-24.8,7.2,-8.6,0.5
57.154,47.501,1.5,-23.6,7.1,-8.4,0.5
57.155,45.701,2.6,-22.5,7.5,-8.2,0.5
57.156,46.201,3.6,-21.7,8,-8.2,0.5
57.157,48.301,4.2,-21.2,8.2,-8.3,0.5
57.158,51.001,4.2,-20.9,8.2,-8.6,0.5
57.159,53.101,3.6,-20.7,8,-8.9,0.5
57.16,54.101,2.8,-20.3,8,-9.1,0.5
57.161,53.901,2.1,-19.7,8.2,-9.1,0.5
57.162,52.801,1.9,-19.1,8.6,-8.8,0.5
57.163,51.301,2.1,-18.6,9.2,-8.6,0.5
57.164,50.201,2.5,-18.4,9.7,-8.7,0.5
57.165,49.701,2.7,-18.5,10.1,-9.2,0.5
57.166,50.001,2.4,-18.9,10.3,-10,0.5
57.167,50.701,1.6,-19.3,10.4,-11,0.5
57.168,50.801,0.5,-19.6,10.4,-11.6,0.5
57.169,49.901,-0.4,-19.8,10,-11.8,0.5
57.17,47.901,-0.7,-19.8,9.5,-11.7,0.5
57.171,46.001,-0.4,-19.7,8.7,-11.5,0.5
57.172,45.301,0.4,-19.8,7.9,-11.6,0.5
57.173,46.501,1.3,-19.9,7.2,-12,0.5
57.174,49.101,2,-19.7,6.6,-12.2,0.5
57.175,51.801,2.5,-19.1,6.3,-11.9,0.5
57.176,53.201,2.9,-18,6.4,-10.9,0.5
57.177,53.101,3.4,-16.6,6.9,-9.4,0.5
57.178,52.001,4.4,-15.5,7.9,-8,0.5
57.179,51.401,5.6,-15,9.1,-7.3,0.5
57.18,51.701,6.8,-15.4,10.2,-7.5,0.5
57.181,52.801,7.8,-16.3,10.8,-8.2,0.5
57.182,53.201,8.4,-17.3,10.7,-8.9,0.5
57.183,52.201,8.7,-17.7,10.1,-9.3,0.5
57.184,49.801,8.8,-17.4,9.3,-9.4,0.5
57.185,47.101,8.9,-16.6,8.5,-9.7,0.5
57.186,45.801,8.8,-15.9,7.9,-10.5,0.5
57.187,46.301,8.6,-15.7,7.7,-11.8,0.5
57.188,48.101,8.3,-15.9,7.6,-13.3,0.5
57.189,49.401,8.1,-16.4,7.7,-14.4,0.5
57.19,49.301,8.3,-16.8,8,-14.8,0.5
57.191,47.601,9.1,-16.6,8.8,-14.5,0.5
57.192,45.501,10.6,-15.8,10,-13.8,0.5
57.193,44.401,12.5,-14.5,11.5,-13.3,0.5
57.194,45.401,14.2,-13,12.8,-13.2,0.5
57.195,47.901,15.4,-11.7,13.6,-13.6,0.5
57.196,51.101,15.9,-10.7,13.8,-14.2,0.5
57.197,53.701,15.8,-10.1,13.6,-15.1,0.5
57.198,55.501,15.4,-9.9,13.3,-16,0.5
57.199,56.401,15.2,-9.6,13.2,-17,0.5
57.2,57.201,15.4,-9.3,13.4,-18,0.5
57.201,57.901,16.1,-8.9,13.7,-19,0.5
57.202,58.501,16.9,-8.5,13.9,-20,0.5
57.203,58.501,17.7,-8.5,13.8,-20.9,0.5
57.204,57.901,18.1,-9,13.5,-21.6,0.5
57.205,56.701,18.3,-9.6,13.3,-22.2,0.5
57.206,55.301,18.2,-10,13.3,-22.6,0.5
57.207,54.101,18.4,-9.9,13.6,-22.9,0.5
57.208,53.201,18.8,-9.2,14.1,-22.9,0.5
57.209,52.701,19.6,-8.5,14.7,-22.8,0.5
57.21,52.601,20.6,-8.2,15,-22.8,0.5
57.211,52.901,21.7,-8.4,15,-23.1,0.5
57.212,53.601,22.6,-8.9,14.7,-23.6,0.5
57.213,54.601,23.4,-9.1,14.1,-24.2,0.5
57.214,55.601,24.1,-8.6,13.5,-24.5,0.5
57.215,56.301,24.8,-7.4,12.9,-24.2,0.5
57.216,56.601,25.5,-6,12.4,-23.4,0.5
57.217,56.501,26.3,-4.9,12,-22.3,0.5
57.218,56.401,26.9,-4.6,11.8,-21.5,0.5
57.219,56.401,27.5,-5.1,11.7,-21.5,0.5
57.22,56.801,28,-6,11.6,-22.5,0.5
57.221,57.701,28.6,-7.1,11.4,-24.1,0.5
57.222,58.701,29.1,-8,11.3,-25.8,0.5
57.223,59.601,29.6,-8.6,11.2,-27.2,0.5
57.224,60.201,30,-8.7,11.3,-27.8,0.5
57.225,60.101,30.2,-8.4,11.5,-27.8,0.5
57.226,59.501,30.1,-7.7,11.8,-27.6,0.5
57.227,58.601,29.9,-6.7,12.1,-27.5,0.5
57.228,57.901,29.8,-5.7,12,-28,0.5
57.229,57.701,29.9,-4.9,11.7,-29.1,0.5
57.23,57.901,30.1,-4.5,11.2,-30.4,0.5
57.231,58.401,30.3,-4.3,10.6,-31.7,0.5
57.232,58.601,30.4,-4.2,10.2,-32.6,0.5
57.233,58.301,30.2,-3.9,9.9,-33.001,0.5
57.234,57.701,30,-3.7,10,-32.7,0.5
57.235,57.001,29.8,-3.7,10.2,-32.1,0.5
57.236,56.801,29.7,-4,10.5,-31.6,0.5
57.237,57.401,29.8,-4.9,10.7,-31.4,0.5
57.238,58.501,30,-5.9,10.7,-31.6,0.5
57.239,59.801,30.4,-6.9,10.5,-32.2,0.5
57.24,60.701,31,-7.5,10.1,-32.7,0.5
57.241,61.401,31.8,-7.7,9.7,-33.001,0.5
57.242,62.101,32.7,-7.6,9.3,-32.801,0.5
57.243,63.201,33.601,-7.2,9.1,-32.4,0.5
57.244,64.601,34.201,-6.7,9,-32.1,0.5
57.245,65.901,34.301,-6.1,9.1,-31.9,0.5
57.246,66.501,34.201,-5.3,9.2,-32.1,0.5
57.247,65.901,33.901,-4.4,9.5,-32.5,0.5
57.248,64.401,33.701,-3.5,9.7,-32.901,0.5
57.249,62.601,33.901,-2.8,9.9,-33.201,0.5
57.25,61.501,34.101,-2.2,10,-33.401,0.5
57.251,61.901,34.301,-1.8,10,-33.501,0.5
57.252,64.101,34.101,-1.4,9.9,-33.701,0.5
57.253,67.401,33.701,-1,9.9,-34.101,0.5
57.254,70.801,33.101,-0.6,9.9,-34.701,0.5
57.255,73.501,32.7,-0.4,9.9,-35.601,0.5
57.256,74.901,32.6,-0.7,9.8,-36.501,0.5
57.257,75.101,32.6,-1.4,9.5,-37.601,0.5
57.258,74.701,32.7,-2.6,9,-38.601,0.5
57.259,74.301,32.5,-3.8,8.5,-39.301,0.5
57.26,74.201,32.3,-4.6,8.2,-39.801,0.5
57.261,74.201,32,-4.8,8.1,-39.801,0.5
57.262,74.201,32,-4.3,8.4,-39.701,0.5
57.263,74.201,32.1,-3.5,8.7,-39.701,0.5
57.264,74.501,32.2,-2.7,8.9,-40.001,0.5
57.265,75.701,32.1,-2.1,8.7,-40.801,0.5
57.266,77.601,31.8,-1.9,8.3,-41.701,0.5
57.267,79.501,31.3,-1.9,7.6,-42.601,0.5
57.268,80.401,31,-2,7.1,-43.001,0.5
57.269,79.401,31,-2.3,6.8,-42.901,0.5
57.27,76.501,31.2,-2.6,6.8,-42.401,0.5
57.271,72.801,31.4,-3.2,7.1,-41.901,0.5
57.272,69.701,31.6,-3.8,7.5,-41.601,0.5
57.273,68.301,31.8,-4.2,7.9,-41.701,0.5
57.274,68.801,32.1,-4.4,8,-42.101,0.5
57.275,70.501,32.6,-4.3,7.6,-42.601,0.5
57.276,72.601,33.001,-4.2,6.9,-42.801,0.5
57.277,74.601,33.101,-4.3,6,-42.701,0.5
57.278,76.301,32.801,-4.7,5.1,-42.501,0.5
57.279,78.001,32.1,-5.3,4.5,-42.201,0.5
57.28,79.501,31.3,-5.6,4.3,-42.201,0.5
57.281,80.301,30.9,-5.6,4.5,-42.501,0.5
57.282,79.601,31,-5.2,4.8,-42.901,0.5
57.283,77.401,31.4,-4.7,5.1,-43.301,0.5
57.284,74.101,31.8,-4.4,5.3,-43.301,0.5
57.285,71.101,32.2,-4.4,5.6,-43.001,0.5
57.286,69.401,32.5,-4.3,6.2,-42.401,0.5
57.287,69.301,33.101,-3.7,6.9,-41.801,0.5
57.288,70.201,34.001,-2.5,7.7,-41.701,0.5
57.289,70.901,35.001,-0.9,8.1,-42.301,0.5
57.29,70.301,35.701,0.4,7.8,-43.601,0.5
57.291,68.401,35.701,0.9,7,-45.101,0.5
57.292,65.901,34.901,0.1,6,-46.401,0.5
57.293,64.001,33.501,-1.5,5,-47.201,0.5
57.294,64.001,32.1,-3.3,4.3,-47.301,0.5
57.295,65.901,31.3,-4.7,3.9,-47.101,0.5
57.296,68.901,31.2,-5.2,3.7,-46.801,0.5
57.297,71.201,31.6,-4.9,3.6,-46.601,0.5
57.298,71.401,32,-4.4,3.5,-46.701,0.5
57.299,69.001,32.1,-4,3.5,-46.901,0.5
57.3,65.101,31.6,-4.1,3.5,-47.101,0.5
57.301,61.201,30.7,-4.7,3.3,-47.401,0.5
57.302,59.201,29.8,-5.6,2.7,-47.701,0.5
57.303,59.701,29.2,-6.6,1.7,-48.301,0.5
57.304,62.001,28.8,-7.5,0.5,-49.101,0.5
57.305,64.601,28.7,-8,-0.4,-49.901,0.5
57.306,66.401,28.6,-8,-0.5,-50.401,0.5
57.307,66.901,28.5,-7.5,0.3,-50.601,0.5
57.308,66.501,28.3,-6.4,1.7,-50.501,0.5
57.309,65.901,28.2,-5,3.1,-50.301,0.5
57.31,65.401,27.9,-3.7,3.7,-50.301,0.5
57.311,64.701,27.7,-2.9,3.6,-50.501,0.5
57.312,63.301,27.3,-2.6,3,-50.901,0.5
57.313,61.201,27,-2.7,2.4,-51.401,0.5
57.314,59.101,26.8,-3.1,2.3,-51.801,0.5
57.315,57.901,27,-3.6,2.7,-52.101,0.5
57.316,58.201,27.6,-4,3.3,-52.301,0.5
57.317,59.701,28.3,-4.4,3.9,-52.401,0.5
57.318,61.401,29,-4.8,4,-52.301,0.5
57.319,62.501,29.3,-5.2,3.7,-52.201,0.5
57.32,62.501,29,-5.5,3.1,-52.201,0.5
57.321,61.801,28.3,-5.5,2.5,-52.201,0.5
57.322,61.301,27.6,-5.2,2.3,-52.501,0.5
57.323,61.901,27.2,-4.8,2.4,-53.001,0.5
57.324,63.501,27.3,-4.6,2.7,-53.701,0.5
57.325,65.601,27.8,-5,3.2,-54.501,0.5
57.326,67.201,28.1,-5.9,3.4,-55.401,0.5
57.327,67.701,27.9,-7.2,3.5,-56.101,0.5
57.328,67.001,27.2,-8.2,3.3,-56.501,0.5
57.329,65.401,26.4,-8.5,3.2,-56.501,0.5
57.33,64.001,25.9,-7.7,3.3,-55.901,0.5
57.331,63.201,26,-6,3.4,-55.201,0.5
57.332,63.301,26.7,-3.8,3.6,-54.501,0.5
57.333,64.101,27.8,-2,3.5,-54.101,0.5
57.334,65.001,28.7,-0.7,3.1,-54.201,0.5
57.335,65.901,29.3,-0.2,2.6,-54.501,0.5
57.336,66.601,29.4,-0.1,2.2,-54.901,0.5
57.337,67.501,29.2,-0.1,2.1,-55.001,0.5
57.338,68.501,29,-0.1,2.1,-54.901,0.5
57.339,69.501,28.6,-0.2,2.1,-54.801,0.5
57.34,69.801,28.3,-0.4,1.9,-54.801,0.5
57.341,69.001,27.9,-0.7,1.4,-55.001,0.5
57.342,67.201,27.7,-1.2,1.1,-55.401,0.5
57.343,64.901,27.7,-1.6,1.4,-55.701,0.5
57.344,63.001,27.9,-1.7,2.3,-55.901,0.5
57.345,62.101,28.2,-1.7,3.7,-55.801,0.5
57.346,62.001,28.4,-1.7,5.2,-55.601,0.5
57.347,62.001,28.1,-2,6.1,-55.301,0.5
57.348,61.501,27.5,-2.7,6.3,-55.201,0.5
57.349,60.601,26.9,-3.7,6,-55.101,0.5
57.35,59.801,26.6,-4.6,5.6,-54.801,0.5
57.351,59.601,26.8,-5.3,5.4,-54.401,0.5
57.352,60.201,27.4,-5.6,5.4,-54.001,0.5
57.353,61.301,28,-5.5,5.3,-53.701,0.5
57.354,62.101,28.4,-5.3,4.8,-53.901,0.5
57.355,62.201,28.1,-5.2,4,-54.401,0.5
57.356,62.201,27.5,-5,3,-54.901,0.5
57.357,62.701,26.7,-4.5,2.3,-55.001,0.5
57.358,64.101,26.3,-3.6,2,-54.601,0.5
57.359,66.101,26.4,-2.2,2.3,-53.701,0.5
57.36,67.301,27,-0.7,2.8,-52.701,0.5
57.361,66.901,27.7,0.6,3.1,-52.101,0.5
57.362,64.601,28.2,1,3.2,-52.001,0.5
57.363,61.601,28.4,0.5,3,-52.201,0.5
57.364,59.601,28.1,-0.8,2.7,-52.401,0.5
57.365,59.801,27.7,-2.4,2.5,-52.201,0.5
57.366,61.901,27.5,-3.7,2.6,-51.601,0.5
57.367,64.901,27.5,-4.6,2.8,-50.901,0.5
57.368,67.001,27.6,-4.9,3,-50.601,0.5
57.369,67.301,27.6,-5.1,3,-50.901,0.5
57.37,65.801,27.2,-5.4,3,-51.601,0.5
57.371,63.801,26.6,-6.1,3.1,-52.401,0.5
57.372,62.501,25.9,-6.9,3.5,-52.801,0.5
57.373,62.501,25.6,-7.6,4.2,-52.401,0.5
57.374,63.601,26,-8.1,4.9,-51.601,0.5
57.375,64.801,26.8,-8.3,5,-50.601,0.5
57.376,65.301,27.7,-8.2,4.4,-49.901,0.5
57.377,64.701,28.4,-8.1,3.2,-49.701,0.5
57.378,63.201,28.6,-7.7,1.9,-50.001,0.5
57.379,61.301,28.5,-7.1,1.1,-50.501,0.5
57.38,59.601,28.6,-6.1,1.4,-51.101,0.5
57.381,58.501,28.9,-4.7,2.4,-51.501,0.5
57.382,58.101,29.6,-3,3.7,-51.901,0.5
57.383,58.301,30.3,-1.4,4.7,-52.101,0.5
57.384,59.101,30.7,-0.3,5,-52.301,0.5
57.385,60.001,30.7,0.1,4.8,-52.601,0.5
57.386,60.501,30.1,-0.2,4.2,-52.801,0.5
57.387,60.201,29.2,-1.2,3.8,-53.101,0.5
57.388,59.001,28,-2.5,3.3,-53.701,0.5
57.389,57.101,26.6,-3.9,2.7,-54.701,0.5
57.39,55.401,25,-5.3,1.7,-55.901,0.5
57.391,54.901,23.5,-6.4,0.4,-57.101,0.5
57.392,55.901,22.3,-6.9,-0.7,-57.701,0.5
57.393,58.301,22,-6.8,-0.9,-57.301,0.5
57.394,61.201,22.4,-6.2,-0.2,-56.001,0.5
57.395,63.701,23.4,-5.5,1.1,-54.201,0.5
57.396,65.801,24.4,-5.1,2.4,-52.401,0.5
57.397,68.101,24.9,-5.1,2.9,-51.101,0.5
57.398,71.601,24.9,-5.2,2.5,-50.201,0.5
57.399,77.001,24.8,-4.6,2.1,-49.101,0.5
57.4,84.401,25.5,-2.5,2.5,-46.701,0.5
57.401,93.301,27.4,1.5,4.7,-42.601,0.5
57.402,103.002,30.7,7,8.5,-37.001,0.5
57.403,112.902,34.601,12.7,13.3,-31.1,0.5
57.404,122.602,38.301,17,17.6,-26.4,0.5
57.405,131.502,40.601,18.8,20.2,-24.2,0.5
57.406,138.702,41.401,18.1,20.7,-24.6,0.5
57.407,142.702,40.701,15.6,19.4,-27.1,0.5
57.408,142.102,39.201,12.5,16.8,-30.4,0.5
57.409,136.202,37.501,9.7,13.8,-33.601,0.5
57.41,125.702,35.601,7.5,10.6,-36.501,0.5
57.411,112.202,33.501,5.4,7.3,-39.401,0.5
57.412,97.801,31,3,4,-42.901,0.5
57.413,84.301,28.1,-0.1,0.7,-47.201,0.5
57.414,72.201,25.1,-3.6,-2.4,-51.901,0.5
57.415,61.401,22.3,-6.7,-4.8,-56.301,0.5
57.416,51.001,20.1,-8.8,-6.3,-59.501,0.5
57.417,40.801,18.8,-9.5,-7.1,-61.101,0.5
57.418,31.1,18.1,-9.1,-7.4,-61.201,0.5
57.419,22.9,18,-8.1,-7.3,-60.401,0.5
57.42,16.8,18.1,-7.1,-7.1,-59.701,0.5
57.421,13.3,18.4,-6.5,-6.9,-59.401,0.5
57.422,11.9,18.6,-6.3,-6.9,-59.801,0.5
57.423,11.8,18.6,-6.1,-7,-60.401,0.5
57.424,12.6,18.5,-5.4,-7.1,-60.601,0.5
57.425,14.4,18.3,-4.2,-7.2,-59.901,0.5
57.426,17.8,18.3,-2.5,-6.7,-58.301,0.5
57.427,22.8,18.9,-0.6,-5.6,-56.001,0.5
57.428,29.1,20.1,1,-3.8,-53.901,0.5
57.429,35.501,21.6,2,-1.8,-52.401,0.5
57.43,41.001,22.9,2.6,-0.2,-51.801,0.5
57.431,44.901,23.6,3,0.6,-51.601,0.5
57.432,47.301,23.6,3.5,0.5,-51.601,0.5
57.433,48.801,23,3.9,-0.4,-51.301,0.5
57.434,50.001,22.4,4.2,-1.3,-50.801,0.5
57.435,51.001,22.2,3.9,-1.8,-50.301,0.5
57.436,51.701,22.5,3.1,-1.9,-50.101,0.5
57.437,52.001,23,1.9,-1.8,-50.101,0.5
57.438,52.401,23.5,1,-1.9,-50.201,0.5
57.439,53.201,23.7,0.8,-2.3,-50.201,0.5
57.44,54.401,23.4,1.2,-3.1,-50.001,0.5
57.441,55.201,22.9,1.7,-3.9,-49.801,0.5
57.442,54.401,22.4,1.9,-4.4,-49.801,0.5
57.443,51.601,21.9,1.5,-4.4,-50.201,0.5
57.444,47.501,21.6,0.8,-3.9,-50.601,0.5
57.445,43.801,21.6,0.4,-2.8,-50.701,0.5
57.446,42.401,21.8,0.7,-1.3,-50.201,0.5
57.447,43.701,22.3,1.7,0.5,-49.001,0.5
57.448,46.701,23.1,2.9,2.4,-47.601,0.5
57.449,49.501,23.9,3.5,4,-46.401,0.5
57.45,50.601,24.7,3.4,4.7,-46.001,0.5
57.451,49.801,25.2,2.7,4.3,-46.301,0.5
57.452,48.301,25.3,2,3,-47.201,0.5
57.453,47.601,25.1,1.6,1.3,-48.001,0.5
57.454,48.501,24.7,1.9,-0.2,-48.401,0.5
57.455,50.301,24.5,2.5,-0.9,-48.301,0.5
57.456,51.601,24.5,2.9,-0.9,-47.801,0.5
57.457,51.401,24.6,2.6,-0.4,-47.201,0.5
57.458,49.701,24.7,1.7,0.1,-46.701,0.5
57.459,47.501,24.6,0.2,0,-46.401,0.5
57.46,46.501,24.2,-1.4,-0.7,-46.401,0.5
57.461,47.501,23.5,-2.6,-1.5,-46.601,0.5
57.462,50.201,22.7,-3.3,-2.1,-46.801,0.5
57.463,53.201,22,-3.2,-2.1,-47.001,0.5
57.464,54.701,21.8,-2.7,-1.3,-46.801,0.5
57.465,54.001,22.1,-1.8,0,-46.401,0.5
57.466,51.201,22.8,-0.9,1.4,-45.701,0.5
57.467,47.601,23.8,0.1,2.5,-44.901,0.5
57.468,44.601,24.7,1.1,3,-44.201,0.5
57.469,43.001,25.5,2,2.7,-43.801,0.5
57.47,42.701,25.9,2.7,1.8,-43.801,0.5
57.471,43.301,26.1,3,0.8,-44.101,0.5
57.472,44.301,26.2,3,0,-44.401,0.5
57.473,45.701,26.3,2.6,-0.2,-44.501,0.5
57.474,47.401,26.5,2.1,0.3,-44.001,0.5
57.475,49.201,26.8,1.9,1,-42.901,0.5
57.476,50.501,27,2.3,1.5,-41.701,0.5
57.477,50.501,27.1,3.1,1.2,-40.701,0.5
57.478,48.701,27,4.1,0.2,-40.201,0.5
57.479,46.001,26.5,4.8,-1.2,-40.401,0.5
57.48,43.901,25.7,4.8,-2.2,-41.001,0.5
57.481,43.601,24.7,4,-2.6,-41.701,0.5
57.482,45.501,23.5,2.7,-2.2,-42.101,0.5
57.483,48.401,22.3,1.3,-1.3,-42.401,0.5
57.484,50.101,21.3,0.3,-0.6,-42.401,0.5
57.485,49.101,20.6,-0.1,-0.4,-42.601,0.5
57.486,45.501,20.4,0.1,-0.6,-42.701,0.5
57.487,41.001,20.7,0.4,-1,-42.801,0.5
57.488,38.001,21.2,0.3,-1.3,-42.701,0.5
57.489,38.101,21.5,-0.3,-1.2,-42.101,0.5
57.49,41.101,21.4,-1.5,-0.9,-41.201,0.5
57.491,45.101,20.7,-2.7,-0.5,-40.201,0.5
57.492,47.901,19.6,-3.5,-0.2,-39.501,0.5
57.493,48.201,18.6,-3.7,-0.1,-39.201,0.5
57.494,46.401,17.9,-3.2,-0.1,-39.201,0.5
57.495,43.701,17.8,-2.6,0,-39.301,0.5
57.496,41.701,18.1,-2.1,0,-39.401,0.5
57.497,41.101,18.6,-2,0,-39.201,0.5
57.498,41.801,19,-2.2,-0.1,-38.701,0.5
57.499,43.001,19.3,-2.5,-0.2,-37.901,0.5
57.5,43.901,19.5,-2.5,0,-37.101,0.5
57.501,44.001,20.1,-1.9,0.4,-36.201,0.5
57.502,43.401,20.9,-0.8,1,-35.601,0.5
57.503,42.001,22,0.5,1.3,-35.201,0.5
57.504,40.101,22.9,1.6,1,-35.201,0.5
57.505,38.301,23.5,2.1,0.2,-35.401,0.5
57.506,37.001,23.5,1.7,-0.9,-35.701,0.5
57.507,36.901,23.2,0.8,-1.7,-35.801,0.5
57.508,38.101,22.9,-0.4,-1.8,-35.601,0.5
57.509,39.901,22.8,-1.2,-1,-35.001,0.5
57.51,41.501,23.1,-1.3,0.5,-34.401,0.5
57.511,41.801,23.7,-0.7,2,-33.801,0.5
57.512,40.601,24.4,0.3,3.2,-33.501,0.5
57.513,38.501,24.9,1.3,3.6,-33.501,0.5
57.514,36.401,25.2,1.9,3.3,-33.801,0.5
57.515,35.201,25.2,2.2,2.7,-34.001,0.5
57.516,35.101,25.1,2.4,2.1,-34.101,0.5
57.517,35.501,25,2.6,1.6,-34.101,0.5
57.518,36.101,24.8,3.1,1.2,-34.001,0.5
57.519,36.401,24.5,3.8,0.9,-34.001,0.5
57.52,36.801,24,4.3,0.5,-34.001,0.5
57.521,37.601,23.6,4.6,0.4,-34.001,0.5
57.522,38.801,23.6,4.6,0.6,-33.901,0.5
57.523,39.801,23.9,4.4,1.3,-33.701,0.5
57.524,40.201,24.5,4,2.2,-33.401,0.5
57.525,39.801,25.1,3.6,3,-33.201,0.5
57.526,39.201,25.3,3,3.2,-33.101,0.5
57.527,39.301,25,2.1,2.9,-33.201,0.5
57.528,40.601,24.2,0.8,2,-33.301,0.5
57.529,42.801,23.5,-0.6,1.2,-33.401,0.5
57.53,44.801,23.2,-1.7,0.8,-33.201,0.5
57.531,45.301,23.5,-2.4,1,-32.801,0.5
57.532,43.901,23.9,-2.5,1.5,-32.3,0.5
57.533,41.001,24.1,-2,1.8,-31.9,0.5
57.534,38.001,23.8,-1,1.6,-31.8,0.5
57.535,36.201,22.9,0.1,0.7,-31.9,0.5
57.536,36.001,22,1.3,-0.5,-32.1,0.5
57.537,36.901,21.6,2.2,-1.4,-32.3,0.5
57.538,37.901,21.9,2.9,-1.6,-32.4,0.5
57.539,38.001,22.8,3.2,-0.9,-32.2,0.5
57.54,37.301,23.9,3.1,0.4,-31.9,0.5
57.541,36.101,24.8,2.8,1.6,-31.5,0.5
57.542,35.201,25.2,2.4,2.4,-30.9,0.5
57.543,35.001,25.2,2.3,2.3,-30.4,0.5
57.544,35.401,24.9,2.4,1.7,-30.1,0.5
57.545,36.101,24.5,2.6,0.7,-30.1,0.5
57.546,36.601,24.1,2.6,-0.2,-30.5,0.5
57.547,36.701,23.7,2.2,-0.7,-31.2,0.5
57.548,36.401,23.3,1.5,-0.7,-32.1,0.5
57.549,35.901,23,0.5,-0.6,-33.101,0.5
